51 0 7 8 0
51 1 2 1 0
52 0 8 9 0
52 1 1015 1014 253
53 0 9 10 0
53 2 0 1015 1014
54 0 10 11 0
54 1 1014 1013 253
55 0 11 12 0
55 2 0 16 1013
56 0 12 13 0
56 1 1013 1012 253
57 0 13 14 0
57 1 16 16 252
58 0 14 15 0
58 1 1015 1012 254
59 0 15 2 0
59 0 0 0 0
60 0 2 3 0
60 1 1 1 1
61 0 3 45 0
61 0 0 0 0
62 0 45 46 0
62 1 1012 1012 253
63 0 46 47 0
63 1 1012 1014 254
64 0 47 48 0
64 1 1014 1015 254
65 0 48 16 0
65 0 0 0 0
66 0 16 17 0
66 1 1012 1013 253
67 0 17 18 0
67 1 0 16 251
68 0 18 19 0
68 1 1013 1015 253
69 0 19 20 0
69 1 16 16 252
70 0 20 21 0
70 1 0 1015 3
71 0 21 22 0
71 1 1 2 1
72 0 22 23 0
72 1 2 0 1
73 0 23 24 0
73 1 0 1014 4
74 0 24 25 0
74 2 1015 1 1014
75 0 25 26 0
75 1 1 0 0
76 0 26 27 0
76 1 1015 1013 253
77 0 27 28 0
77 2 16 1015 1013
78 0 28 29 0
78 1 1013 1012 253
79 0 29 30 0
79 2 0 16 1012
80 0 30 31 0
80 1 1012 1011 253
81 0 31 32 0
81 1 16 34 252
82 0 32 33 0
82 1 1015 1011 254
83 0 33 2 0
83 0 0 0 0
84 0 2 3 0
84 1 0 1 1
85 0 3 45 0
85 0 0 0 0
86 0 45 46 0
86 1 1011 1011 253
87 0 46 47 0
87 1 1011 1013 254
88 0 47 48 0
88 1 1013 1015 254
89 0 48 34 0
89 0 0 0 0
90 0 34 35 0
90 1 1011 1012 253
91 0 35 36 0
91 1 16 16 251
92 0 36 37 0
92 1 1012 1015 253
93 0 37 38 0
93 1 34 16 252
94 0 38 39 0
94 1 0 1014 5
95 0 39 40 0
95 1 1 1 1
96 0 40 41 0
96 1 0 1 0
97 0 41 42 0
97 1 1015 1015 253
98 0 42 43 0
98 1 1015 1017 254
99 0 43 44 0
99 1 1017 1018 254
100 0 44 16 0
100 0 0 0 0
101 0 16 17 0
101 1 1015 1016 253
102 0 17 18 0
102 1 16 16 251
103 0 18 19 0
103 1 1016 1018 253
104 0 19 20 0
104 1 16 16 252
105 0 20 21 0
105 1 1015 1018 3
106 0 21 22 0
106 1 1 3 1
107 0 22 23 0
107 1 3 1 1
108 0 23 24 0
108 1 1014 1017 4
109 0 24 25 0
109 2 1018 1 1017
110 0 25 26 0
110 1 1 1 0
111 0 26 27 0
111 1 1018 1016 253
112 0 27 28 0
112 2 16 1018 1016
113 0 28 29 0
113 1 1016 1015 253
114 0 29 30 0
114 2 2 16 1015
115 0 30 31 0
115 1 1015 1014 253
116 0 31 32 0
116 1 16 34 252
117 0 32 33 0
117 1 1018 1014 254
118 0 33 2 0
118 0 0 0 0
119 0 2 3 0
119 1 1 1 1
120 0 3 45 0
120 0 0 0 0
121 0 45 46 0
121 1 1014 1014 253
122 0 46 47 0
122 1 1014 1016 254
123 0 47 48 0
123 1 1016 1018 254
124 0 48 34 0
124 0 0 0 0
125 0 34 35 0
125 1 1014 1015 253
126 0 35 36 0
126 1 16 16 251
127 0 36 37 0
127 1 1015 1018 253
128 0 37 38 0
128 1 34 16 252
129 0 38 39 0
129 1 1014 1017 5
130 0 39 40 0
130 1 1 1 1
131 0 40 41 0
131 1 1 2 0
132 0 41 42 0
132 1 1018 1018 253
133 0 42 43 0
133 1 1018 1020 254
134 0 43 44 0
134 1 1020 1021 254
135 0 44 16 0
135 0 0 0 0
136 0 16 17 0
136 1 1018 1019 253
137 0 17 18 0
137 1 16 65 251
138 0 18 19 0
138 1 1019 1021 253
139 0 19 20 0
139 1 16 65 252
140 0 20 21 0
140 1 1018 1021 3
141 0 21 22 0
141 1 1 4 1
142 0 22 23 0
142 1 4 2 1
143 0 23 24 0
143 1 1017 1020 4
144 0 24 25 0
144 2 1021 2 1020
145 0 25 26 0
145 1 2 2 0
146 0 26 27 0
146 1 1021 1019 253
147 0 27 28 0
147 2 65 1021 1019
148 0 28 29 0
148 1 1019 1018 253
149 0 29 30 0
149 2 3 65 1018
150 0 30 31 0
150 1 1018 1017 253
151 0 31 32 0
151 1 65 34 252
152 0 32 33 0
152 1 1021 1017 254
153 0 33 2 0
153 0 0 0 0
154 0 2 3 0
154 1 2 1 1
155 0 3 4 0
155 0 0 0 0
156 0 4 5 0
156 1 1 1 1
157 0 5 6 0
157 1 1015 1017 2
158 0 6 7 0
158 2 1 2 1017
159 0 7 8 0
159 1 2 1 0
160 0 8 9 0
160 1 1017 1016 253
161 0 9 10 0
161 2 1018 1017 1016
162 0 10 11 0
162 1 1016 1015 253
163 0 11 12 0
163 2 16 34 1015
164 0 12 13 0
164 1 1015 1014 253
165 0 13 14 0
165 1 34 16 252
166 0 14 15 0
166 1 1017 1014 254
167 0 15 2 0
167 0 0 0 0
168 0 2 3 0
168 1 1 1 1
169 0 3 45 0
169 0 0 0 0
170 0 45 46 0
170 1 1014 1014 253
171 0 46 47 0
171 1 1014 1016 254
172 0 47 48 0
172 1 1016 1017 254
173 0 48 16 0
173 0 0 0 0
174 0 16 17 0
174 1 1014 1015 253
175 0 17 18 0
175 1 65 34 251
176 0 18 19 0
176 1 1015 1017 253
177 0 19 20 0
177 1 16 34 252
178 0 20 21 0
178 1 1021 1017 3
179 0 21 22 0
179 1 1 2 1
180 0 22 23 0
180 1 2 0 1
181 0 23 24 0
181 1 1020 1016 4
182 0 24 25 0
182 2 1017 1 1016
183 0 25 26 0
183 1 1 0 0
184 0 26 27 0
184 1 1017 1015 253
185 0 27 28 0
185 2 34 1017 1015
186 0 28 29 0
186 1 1015 1014 253
187 0 29 30 0
187 2 1 34 1014
188 0 30 31 0
188 1 1014 1013 253
189 0 31 32 0
189 1 34 34 252
190 0 32 33 0
190 1 1017 1013 254
191 0 33 2 0
191 0 0 0 0
192 0 2 3 0
192 1 0 1 1
193 0 3 45 0
193 0 0 0 0
194 0 45 46 0
194 1 1013 1013 253
195 0 46 47 0
195 1 1013 1015 254
196 0 47 48 0
196 1 1015 1017 254
197 0 48 34 0
197 0 0 0 0
198 0 34 35 0
198 1 1013 1014 253
199 0 35 36 0
199 1 34 34 251
200 0 36 37 0
200 1 1014 1017 253
201 0 37 38 0
201 1 34 34 252
202 0 38 39 0
202 1 1017 1016 5
203 0 39 40 0
203 1 1 1 1
204 0 40 41 0
204 1 0 1 0
205 0 41 42 0
205 1 1017 1017 253
206 0 42 43 0
206 1 1017 1019 254
207 0 43 44 0
207 1 1019 1021 254
208 0 44 34 0
208 0 0 0 0
209 0 34 35 0
209 1 1017 1018 253
210 0 35 36 0
210 1 34 65 251
211 0 36 37 0
211 1 1018 1021 253
212 0 37 38 0
212 1 34 65 252
213 0 38 39 0
213 1 1016 1020 5
214 0 39 40 0
214 1 1 2 1
215 0 40 41 0
215 1 1 3 0
216 0 41 42 0
216 1 1021 1021 253
217 0 42 43 0
217 1 1021 1023 254
218 0 43 44 0
218 1 1023 1023 254
219 0 44 65 0
219 0 0 0 0
220 0 65 66 0
220 1 1021 1022 253
221 0 66 67 0
221 1 65 1 251
222 0 67 68 0
222 1 1022 1023 253
223 0 68 69 0
223 1 65 1 252
224 0 69 70 0
224 1 1023 1023 253
225 0 70 71 0
225 2 1023 1023 1023
226 0 71 72 0
226 1 1023 1022 253
227 0 72 73 0
227 2 1 1 1022
228 0 73 74 0
228 1 1022 1021 253
229 0 74 75 0
229 1 1 77 252
230 0 75 76 0
230 1 1023 1021 254
231 0 76 82 0
231 0 0 0 0
232 0 82 83 0
232 1 2 4294967288 1
233 0 83 84 0
233 1 1017 1024 2
234 0 84 85 0
234 0 0 0 0
235 0 85 86 0
235 1 1017 4294967284 3
236 0 86 87 0
236 2 0 3 4294967284
237 0 87 88 0
237 1 1021 1021 253
238 0 88 89 0
238 1 1021 1022 254
239 0 89 90 0
239 1 1022 1 254
240 0 90 77 0
240 0 0 0 0
241 0 77 78 0
241 1 1021 1022 253
242 0 78 79 0
242 1 1 1 251
243 0 79 80 0
243 1 1022 1023 253
244 0 80 81 0
244 1 77 1 252
245 0 81 1 0
245 0 0 0 0
