1 0 0 49 0
1 0 0 0 0
2 0 49 50 0
2 1 0 1 252
3 0 50 51 0
3 1 0 1 253
4 0 51 52 0
4 1 1 1024 253
5 0 52 53 0
5 1 1024 1023 253
6 0 53 54 0
6 1 0 1 254
7 0 54 55 0
7 1 1 1024 254
8 0 55 56 0
8 1 1024 1023 254
9 0 56 57 0
9 1 0 4 0
10 0 57 58 0
10 1 1023 1023 253
11 0 58 59 0
11 2 0 1023 1023
12 0 59 60 0
12 1 1023 1022 253
13 0 60 61 0
13 2 0 1 1022
14 0 61 62 0
14 1 1022 1021 253
15 0 62 63 0
15 1 1 65 252
16 0 63 64 0
16 1 1023 1021 254
17 0 64 2 0
17 0 0 0 0
18 0 2 3 0
18 1 0 1 1
19 0 3 4 0
19 0 0 0 0
20 0 4 5 0
20 1 1 3 1
21 0 5 6 0
21 1 0 1021 2
22 0 6 7 0
22 2 0 4 1021
23 0 7 8 0
23 1 4 3 0
24 0 8 9 0
24 1 1021 1020 253
25 0 9 10 0
25 2 0 1021 1020
26 0 10 11 0
26 1 1020 1019 253
27 0 11 12 0
27 2 0 65 1019
28 0 12 13 0
28 1 1019 1018 253
29 0 13 14 0
29 1 65 16 252
30 0 14 15 0
30 1 1021 1018 254
31 0 15 2 0
31 0 0 0 0
32 0 2 3 0
32 1 3 1 1
33 0 3 4 0
33 0 0 0 0
34 0 4 5 0
34 1 1 2 1
35 0 5 6 0
35 1 1021 1018 2
36 0 6 7 0
36 2 0 3 1018
37 0 7 8 0
37 1 3 2 0
38 0 8 9 0
38 1 1018 1017 253
39 0 9 10 0
39 2 0 1018 1017
40 0 10 11 0
40 1 1017 1016 253
41 0 11 12 0
41 2 0 16 1016
42 0 12 13 0
42 1 1016 1015 253
43 0 13 14 0
43 1 16 16 252
44 0 14 15 0
44 1 1018 1015 254
45 0 15 2 0
45 0 0 0 0
46 0 2 3 0
46 1 2 1 1
47 0 3 4 0
47 0 0 0 0
48 0 4 5 0
48 1 1 1 1
49 0 5 6 0
49 1 1018 1015 2
50 0 6 7 0
50 2 0 2 1015
